id,title,addr1,map_x,map_y,flag_nm,type,parking_space,use_time_festival,tel,modified_time,play_time
KC490PC22N000699,수유일공원,서울특별시 강북구 삼양로79길 5,127.0174444,37.6306612,공영,노외,91,유료,02-944-3025,20221004,00:00 - 23:59
KC490PC22N000700,인수동,서울특별시 강북구 삼양로92길 34,127.0185347,37.6361708,공영,노외,73,유료,02-944-3025,20221004,00:00 - 23:59
KC490PC22N000705,번동햇살,서울특별시 강북구 오현로21길 84,127.0334059,37.6251004,공영,노외,187,유료,02-944-3025,20221004,00:00 - 23:59
KC490PC22N000706,구세군길,서울특별시 강북구 인수봉로20가길 21,127.0134696,37.6260722,공영,노외,87,혼합,02-944-3025,20221004,00:00 - 23:59
KC490PC22N000718,익산교육지원청 주차장,전라북도 익산시 중앙로 127,126.9610434,35.938134,공영,노상,110,무료,063-831-8681,20220917,00:00 - 23:59
KC490PC22N000719,남부시장 주차장,전라북도 익산시 평동로 11길 12,126.953311,35.9319147,공영,노상,99,무료,063-855-4798,20220917,00:00 - 23:59
KC490PC22N000720,중앙주차장,전라북도 익산시 익산대로16길 48,126.9525838,35.93944318,공영,노상,75,무료,063-855-3479,20220917,00:00 - 23:59
KC490PC22N000729,공단로노상주차장,경기도 군포시 군포로 617,126.9453058,37.36941408,공영,노상,94,무료,031-390-0705,20221025,00:00 - 23:59
KC490PC22N000734,신월1동저지1구역,서울특별시 양천구 곰달래로 46,126.838204,37.529866,공영,노상,60,혼합,02-2620-3736,20220819,09:00 - 19:00
KC490PC22N000738,오패산주차장,서울특별시 강북구 도봉로34길 54,127.031151,37.622054,공영,노외,76,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N000740,서부신시가지 농협중앙회,전라북도 전주시 완산구 홍산북로 53,127.1078265,35.81762512,공영,노외,52,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000741,서부신시가지 KB은행,전라북도 전주시 완산구 홍산1길 4-13,127.1078241,35.8151391,공영,노외,60,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000742,서부신시가지 비보이광장,전라북도 전주시 완산구 홍산남로 83-17,127.1103227,35.81641471,공영,노외,124,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000743,중화산2동,전라북도 전주시 완산구 신촌3길 28-4,127.115212,35.81757823,공영,노외,75,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000744,삼천2동,전라북도 전주시 완산구 상거마4길 24,127.1217302,35.796655,공영,노외,194,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000747,수리산역 주차장,경기도 군포시 번영로 373,126.924821,37.348838,공영,노상,268,무료,031-390-0705,20221025,00:00 - 23:59
KC490PC22N000752,행복2공영주차장,경기도 군포시 산본로372번길 6,126.9319591,37.36392717,공영,노외,147,무료,031-390-0705,20221025,00:00 - 23:59
KC490PC22N000753,당정10공영주차장,경기도 군포시 당정로27번길 11,126.9528117,37.35652059,공영,노외,69,유료,031-390-7684,20221025,00:00 - 23:59
KC490PC22N000760,송죽공영주차장,경기도 군포시 군포로609번안길 12,126.9472467,37.360924,공영,노외,222,혼합,031-390-7684,20221025,00:00 - 23:59
KC490PC22N000764,당말터널위 노상주차장,경기도 군포시 산본로 267,126.9359946,37.35717155,공영,노상,114,무료,031-390-0705,20221025,00:00 - 23:59
KC490PC22N000770,당정1공영주차장,경기도 군포시 한세로44번길 21-10,126.954715,37.34742646,공영,노외,75,혼합,031-390-7684,20221025,00:00 - 23:59
KC490PC22N000772,청명1길공영주차장,경기도 군포시 군포역1길 89,126.9478612,37.35051634,공영,노외,51,혼합,031-390-7684,20221025,00:00 - 23:59
KC490PC22N000786,서서울,서울특별시 양천구 남부순환로64길 2,126.8318994,37.52811649,공영,노외,70,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000787,한옥마을 제3주차장,전라북도 전주시 완산구 간납로 20,127.1566663,35.81660036,공영,노외,72,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000788,한옥마을2,전라북도 전주시 완산구 어진길 30-10,127.152849,35.8183037,공영,부설,173,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000791,건산천1,전라북도 전주시 덕진구 팔달로 357-23,127.1370205,35.83202671,공영,노외,77,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000792,실내체육관,전라북도 전주시 덕진구 권삼득로 308,127.1292618,35.84420741,공영,부설,158,유료,063-239-2767,20220929,00:00 - 23:59
KC490PC22N000793,종합경기장,전라북도 전주시 덕진구 기린대로 451,127.127127,35.84075454,공영,부설,638,유료,063-239-2767,20220929,07:00 - 23:00
KC490PC22N000801,목수천,인천광역시 계양구 아나지로374번길 5,126.73343,37.524756,공영,노외,70,혼합,032-262-7715,20220822,11:00 - 19:00
KC490PC22N000805,작전역 환승 서쪽(남측),인천광역시 계양구 계양대로 67-13,126.721702,37.529939,공영,노상,65,혼합,032-262-7715,20220822,08:00 - 21:00
KC490PC22N000806,문화회관 부설,인천광역시 계양구 계양산로 35번길 11,126.7181312,37.546079,공영,부설,136,혼합,032-262-7715,20220822,10:00 - 20:00
KC490PC22N000810,계양IC 화물공영차고지,인천광역시 계양구 경명대로 1322-1,126.752358,37.540623,공영,노외,437,유료,032-262-7715,20220822,00:00 - 23:59
KC490PC22N000816,오색그린야드호텔주차장,강원도 양양군 서면 대청봉길 34,128.4475499,38.08027531,민영,노외,120,유료,033-670-1000,20220830,00:00 - 23:59
KC490PC22N000821,하조대해변주차장,강원도 양양군 현북면 하조대2길 51,128.724931,38.02261899,공영,노상,253,무료,033-670-2171,20220830,00:00 - 23:59
KC490PC22N000822,진접 제1공영,경기도 남양주시 진접읍 광릉내로82번길 42,127.2084787,37.74488924,공영,노외,80,무료,031-560-1212,20220829,00:00 - 23:59
KC490PC22N000823,선바위관광지,경상북도 영양군 입암면 영양로 883-16,129.082023,36.608537,공영,부설,57,무료,054-680-5372,20220929,00:00 - 23:59
KC490PC22N000830,영양군민회관,경상북도 영양군 영양읍 군민회관길 46,129.1170133,36.65978281,공영,부설,85,무료,054-680-6453,20220929,00:00 - 23:59
KC490PC22N000832,주실마을주차장,경상북도 영양군 일월면 재일로 2154-8,129.0967466,36.7191563,공영,노외,68,무료,054-680-6431,20220929,00:00 - 23:59
KC490PC22N000835,중앙로 노상주차장,강원도 평창군 평창읍 평창중앙로 66,128.3959442,37.36873182,공영,노상,53,무료,033-330-2285,20220927,00:00 - 23:59
KC490PC22N000846,모악산,전라북도 전주시 완산구 중인1길 254,127.0866859,35.75808408,공영,노외,56,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000852,색장동 만남의 광장,전라북도 전주시 완산구 부남길 24,127.1934289,35.788415,공영,노외,62,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000854,군산익산방면 만남의광장,전라북도 전주시 덕진구 번영로 453,127.056677,35.8750205,공영,노외,52,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000855,무진장방면 만남의광장,전라북도 전주시 덕진구 금상길 27,127.1758765,35.84213528,공영,노외,69,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000865,인후공원,전라북도 전주시 덕진구 안덕원3길 10,127.163767,35.84341911,공영,노외,64,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000866,아중지구 아중도서관(산림청 옆),전라북도 전주시 덕진구 무삼지2길 7,127.1626078,35.82632995,공영,노외,62,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000867,우아2동 아중택지 개발지구,전라북도 전주시 덕진구 산정1길 18,127.168407,35.837556,공영,노외,69,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000868,아중지구 밀레니엄 옆,전라북도 전주시 덕진구 정언신로 178,127.172963,35.83152828,공영,노외,73,무료,063-239-2603,20220929,00:00 - 23:59
KC490PC22N000869,설악주차장,강원도 인제군 인제읍 필례약수길 40,128.6227313,38.13007675,공영,노외,274,무료,033-670-2171,20220830,00:00 - 23:59
KC490PC22N000876,진접 노상제5,경기도 남양주시 진접읍 해밀예당3로 130,127.1963124,37.72087167,공영,노상,58,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000878,별내면 노상제1,경기도 남양주시 별내면 청학로68번길 3,127.1154636,37.70927307,공영,노상,57,무료,031-560-1212,20220829,00:00 - 23:59
KC490PC22N000885,별내동 제1공영,경기도 남양주시 두물로 11,127.1259358,37.65598438,공영,노외,50,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000887,호평 제1공영,경기도 남양주시 천마산로 110,127.2519143,37.67042857,공영,노외,65,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000888,평내 제2공영,경기도 남양주시 늘을1로16번길 25,127.2429728,37.65354164,공영,노외,258,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000895,와부 제3공영,경기도 남양주시 와부읍 덕소로 237,127.2226542,37.57963273,공영,노외,93,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000896,진접 제2공영,경기도 남양주시 진접읍 부마로6번길 11-7,127.202106,37.74599543,공영,노외,93,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000898,화도 제2공영,경기도 남양주시 화도읍 마석중앙로 21-3,127.3018012,37.65319343,공영,노외,76,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000899,화도 제4공영,경기도 남양주시 화도읍 마석로 12,127.3066111,37.65220835,공영,노외,53,유료,031-560-1212,20220829,08:00 - 20:00
KC490PC22N000907,시민 공영주차장,전라남도 순천시 시민로 29,127.4858482,34.95245213,공영,노외,52,유료,061-749-5906,20220825,08:00 - 20:00
KC490PC22N000909,연향 주차타워,전라남도 순천시 연향상가8길 9,127.5172456,34.9514276,공영,노외,81,유료,061-749-5907,20220825,08:00 - 20:00
KC490PC22N000913,일산동(948-4),울산광역시 동구 번덕7길 34,129.4306635,35.4978146,공영,노외,127,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000915,전하공영주차장,울산광역시 동구 진성8길 119(전하동),129.4294553,35.5107835,공영,노외,147,혼합,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000916,성끝마을 임시,울산광역시 동구 성끝4길 128-2,129.433896,35.482161,공영,노외,55,무료,052-209-3754,20220822,00:00 - 23:59
KC490PC22N000919,옥류천 공영주차장,울산광역시 동구 옥류로 92,129.4248718,35.54731088,공영,노외,83,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000920,울산대교 전망대 공영주차장,울산광역시 동구 봉수로 155,129.4133699,35.50564517,공영,노외,113,무료,052-209-3367,20220822,00:00 - 23:59
KC490PC22N000921,명덕1주차장,울산광역시 동구 명덕로 11-14,129.4305638,35.52178129,공영,노외,369,무료,052-209-3753,20220822,00:00 - 23:59
KC490PC22N000922,산록마을 공영주차장,울산광역시 동구 산145-8,129.4190795,35.5134885,공영,노외,70,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000923,일산복개천공영주차장,울산광역시 동구 대송로 16,129.427708,35.50450309,공영,노외,83,혼합,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000925,동축사입구,울산광역시 동구 옥류로 88,129.424963,35.54678159,공영,노외,81,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000926,일산해수욕장중앙,울산광역시 동구 해수욕장4길 18,129.429257,35.494195,공영,노외,290,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000928,방어동(1009-6),울산광역시 동구 방어동 1009-6 외 1,129.408353,35.482148,공영,노외,50,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000930,화정공영지하주차장,울산광역시 동구 대송로 140(화정동),129.422597,35.495881,공영,노외,136,혼합,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000936,대송 공영주차장,울산광역시 동구 화정동 211 외 11,129.418342,35.505109,공영,노상,96,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000937,화암 등대길 주차장,울산광역시 동구 화암등대길 50,129.4073099,35.4725783,공영,노상,434,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000944,주전북구경계,울산광역시 동구 동해안로 734,129.4523343,35.57167038,공영,노외,73,무료,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000948,한마음,서울특별시 양천구 안양천로 939,126.8778655,37.53055281,공영,노외,426,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000949,대학길제1공영주차장,울산광역시 동구 대송6길 58,129.4191315,35.501081,공영,노상,109,혼합,052-209-3722,20220822,00:00 - 23:59
KC490PC22N000960,다락골,서울특별시 양천구 중앙로29길 41,126.849601,37.516131,공영,노외,102,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000961,능골,서울특별시 양천구 가로공원로58길 16,126.824559,37.533173,공영,노외,61,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000963,마을마당,서울특별시 양천구 곰달래로3길 13,126.833012,37.530475,공영,노외,114,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000964,가로공원,서울특별시 양천구 가로공원로 133,126.8308283,37.536725,공영,노외,376,혼합,02-2620-3736,20220819,00:00 - 23:59
KC490PC22N000977,지침리 공영주차장,전라남도 담양군 담양읍 지침2길 6,126.983754,35.31685635,공영,노외,67,무료,061-380-3355,20220819,00:00 - 23:59
KC490PC22N000980,객사1지구공영주차장,전라남도 담양군 담양읍 객사4길 30,126.9847317,35.32249307,공영,노외,53,무료,061-380-3355,20220819,00:00 - 23:59
KC490PC22N000988,레인보우아파트공영주차장,전라남도 담양군 담양읍 미리산길 59-8,126.9858809,35.31312094,공영,노외,77,무료,061-380-3355,20220819,00:00 - 23:59
KC490PC22N000995,강구공영주차장,경상북도 영덕군 강구면 강영로 33,129.3831895,36.3634935,공영,노상,189,유료,054-730-6252,20220818,09:00 - 19:00
KC490PC22N000999,가재울공영주차장,서울특별시 노원구 한글비석로98,127.0727734,37.63753685,공영,노외,83,유료,02-2289-6724,20220817,00:00 - 23:59
KC490PC22N001000,마들스타디움(근린공원),서울특별시 노원구 덕릉로450,127.0583049,37.64487286,공영,노외,248,유료,02-2289-6724,20220817,00:00 - 23:59
KC490PC22N001010,진곡화물공영차고지,광주광역시 광산구 손재로 327,126.7936357,35.19428117,공영,노외,430,유료,062-962-6668,20220811,00:00 - 23:59
KC490PC22N001019,고성북로2인근,대구광역시 북구 고성북로 50-2,128.5841447,35.88408994,공영,노상,87,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001023,관음중앙로28길인근,대구광역시 북구 관음중앙로28길 37-21,128.5469099,35.94240514,공영,노상,60,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001024,관음중앙로인근,대구광역시 북구 관음중앙로 6,128.5457465,35.93425111,공영,노상,62,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001025,작전역 환승 동쪽(북측),인천광역시 계양구 봉오대로 689,126.725438,37.530809,공영,노상,123,혼합,032-262-7715,20220822,08:00 - 21:00
KC490PC22N001029,노원로10길(대구산업-노원새마을금고),대구광역시 북구 노원동2가 노원로10길 98,128.5696997,35.88867297,공영,노상,102,유료,053-665-3012,20220725,08:30 - 19:00
KC490PC22N001045,대현로19길인근,대구광역시 북구 대현로19길 53,128.6112825,35.88629636,공영,노상,80,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001068,오봉로인근,대구광역시 북구 노원동3가 오봉로 123,128.5788096,35.89872725,공영,노상,135,유료,053-803-4882,20220725,09:00 - 18:00
KC490PC22N001075,칠곡중앙대로105길인근,대구광역시 북구 관음동로 128,128.5488151,35.94426515,공영,노상,75,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001076,칠곡중앙대로77길인근,대구광역시 북구 칠곡중앙대로77길 31-14,128.5449343,35.93092533,공영,노상,73,무료,053-665-3012,20220725,00:00 - 23:59
KC490PC22N001078,칠곡중앙대로인근,대구광역시 북구 칠곡중앙대로 553,128.5511611,35.94497242,공영,노상,56,무료,053-803-4882,20220725,00:00 - 23:59
